"SOURCE_SYSTEM","SOURCE_CONN","TABSCHEMA","TABNAME","COLNO","COLNAME","TYPENAME","LENGTH","SCALE","REMARKS","TAB_CATALOG","TAB_REMARKS","LIMITIERUNG"
"21C",SBK21C,USR01537,LE_EINZELLEISTUNGKV,6,POSITIONSNUMMER,VARCHAR,16,0,attribute Positionsnummer in class leistungen.business.khpv.kv.EinzelleistungKvModel,,class leistungen.business.khpv.kv.EinzelleistungKvModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_EINZELLEISTUNGKV,7,ZUSATZKENNZEICHENEBM,VARCHAR,3,0,attribute ZusatzKennzeichenEBM in class leistungen.business.khpv.kv.EinzelleistungKvModel,,class leistungen.business.khpv.kv.EinzelleistungKvModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_EINZELLEISTUNGKV,8,POSITIONSNUMMERBEZEICHNG,VARCHAR,750,0,attribute PositionsnummerBezeichnung in class leistungen.business.khpv.kv.EinzelleistungKvModel,,class leistungen.business.khpv.kv.EinzelleistungKvModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,CR_BONUS,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,4,VALIDFROM,DATE,4,0,attribute ValidFrom in class framework.business.TemporalModel,,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,5,VALIDTO,DATE,4,0,attribute ValidTo in class framework.business.TemporalModel,,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,6,STATUS,SMALLINT,2,0,attribute Status in class crm.business.gmg.BonusmodellModel; codetype kerntabellen.business.GMGStatusType,,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,7,BESCHREIBUNG,VARCHAR,2000,0,attribute Beschreibung in class crm.business.gmg.BonusmodellModel,,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,8,ERFASSTVON,VARCHAR,30,0,attribute ErfasstVon in class crm.business.gmg.BonusmodellModel,,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,9,ERFASSTAM,TIMESTAMP,10,6,attribute ErfasstAm in class crm.business.gmg.BonusmodellModel,,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,10,TEILNEHMERVON,VARCHAR,30,0,attribute TeilnehmerVon in class crm.business.gmg.BonusmodellModel,,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,11,TEILNEHMERAM,TIMESTAMP,10,6,attribute TeilnehmerAm in class crm.business.gmg.BonusmodellModel,,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,12,STORNIERTVON,VARCHAR,30,0,attribute StorniertVon in class crm.business.gmg.BonusmodellModel,,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,13,STORNIERTAM,TIMESTAMP,10,6,attribute StorniertAm in class crm.business.gmg.BonusmodellModel,,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,14,VERSICHERTER_BONUSTLN_ID,BIGINT,8,0,foreign key; references table CR_Bonusteilnehmer (class crm.business.gmg.BonusteilnehmerModel),,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,15,PROGRAMM_BONUSPRG_ID,BIGINT,8,0,foreign key; references table CR_BonusPrg (class crm.business.gmgbasis.BonusprogrammBasisModel),,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,CR_BONUS,16,PKTUEBEMPF_BONUS_ID,BIGINT,8,0,foreign key; references table CR_Bonus (class crm.business.gmg.BonusmodellModel),,class crm.business.gmg.BonusmodellModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,4,INTERESSVON,DATE,4,0,attribute InteressentVon in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,5,INTERESSBIS,DATE,4,0,attribute InteressentBis in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,6,KANDIDATVON,DATE,4,0,attribute KandidatVon in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,7,KANDIDATBIS,DATE,4,0,attribute KandidatBis in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,8,TEILVON,DATE,4,0,attribute TeilnehmerVon in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,9,TEILBIS,DATE,4,0,attribute TeilnehmerBis in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,10,TEILNEHMERBISGESETZTAM,DATE,4,0,attribute TeilnehmerBisGesetztAm in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,11,ERKLAERUNG,DATE,4,0,attribute TeilnahmeErklaerungVom in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,12,DATENSCHUTZ,DATE,4,0,attribute DatenSchutzEinwilligungVom in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,13,SICHERUNG,DATE,4,0,attribute DiagnoseSicherungAm in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,14,ERSTDOKUAM,DATE,4,0,attribute ErstdokumentationAm in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,15,ANGESCHRIEB,DATE,4,0,attribute ZuletztAngeschriebenAm in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,16,GESPERRT,SMALLINT,2,0,attribute Gesperrt in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,17,SPERRGRUND,SMALLINT,2,0,attribute SperrGrund in class meldungen.business.dmp.DmpTeilnahmeModel; codetype kerntabellen.business.DmpTeilnahmeSperrgrundType,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,18,DMPFALLNUMMER,VARCHAR,7,0,attribute FallNummer in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,19,DMPFALLNUMMER_CI,VARCHAR,12,0,additional column for case insensitive searchable attribute FallNummer in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,20,ENDEGRUND,SMALLINT,2,0,attribute EndeGrund in class meldungen.business.dmp.DmpTeilnahmeModel; codetype kerntabellen.business.DmpAustrittsgrundType,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,21,KRANKENHAUS,VARCHAR,9,0,attribute KrankenhausIK in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,22,BEMERKUNG,VARCHAR,512,0,attribute Bemerkung in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,23,ICDKENN,SMALLINT,2,0,attribute IcdKennzeichen in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_DMPTEILNAHME,24,ATCKENN,SMALLINT,2,0,attribute AtcKennzeichen in class meldungen.business.dmp.DmpTeilnahmeModel,,class meldungen.business.dmp.DmpTeilnahmeModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,4,VALIDFROM,DATE,4,0,attribute ValidFrom in class framework.business.TemporalModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,5,VALIDTO,DATE,4,0,attribute ValidTo in class framework.business.TemporalModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,6,AENDERUNGAM,TIMESTAMP,10,6,attribute AenderungAm in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,7,AENDERUNGDURCH,VARCHAR,16,0,attribute AenderungDurch in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,8,STORNOAENDERUNGAM,DATE,4,0,attribute StornoAenderungAm in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,9,STORNOAENDERUNGDURCH,VARCHAR,16,0,attribute StornoAenderungDurch in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,10,DATEIFOLGENUMMER,INTEGER,4,0,attribute Dateifolgenummer in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,11,DATEIFOLGENUMMERSTORNO,INTEGER,4,0,attribute DateifolgenummerStorno in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,12,ISTVORABMELDUNG,SMALLINT,2,0,attribute IstVorabMeldung in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,13,ISTVERSICHERUNGSARTPV,SMALLINT,2,0,attribute IstVersicherungsArtPV in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,14,ISTVERSICHERUNGSARTKV,SMALLINT,2,0,attribute IstVersicherungsArtKV in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,15,RENTENVERSNR,VARCHAR,12,0,attribute RentenVersicherungsNummer in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,16,EINGANGKUENDMITGL,DATE,4,0,attribute EingangKuendigungMitgliedschaft in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,17,BETRIEBSNUMMER,VARCHAR,8,0,attribute BetriebsNummer in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,18,MELDEART,SMALLINT,2,0,attribute MeldeArt in class meldungen.business.VersicherungsMeldungModel; codetype kerntabellen.business.MeldungsartType,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,19,MELDEGRUND,SMALLINT,2,0,attribute MeldeGrund in class meldungen.business.VersicherungsMeldungModel; codetype kerntabellen.business.MeldegrundType,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,20,PERSONENGRUPPE,SMALLINT,2,0,attribute PersonenGruppe in class meldungen.business.VersicherungsMeldungModel; codetype kerntabellen.business.PersonenGruppeType,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,21,PERSONENKREIS,SMALLINT,2,0,attribute PersonenKreis in class meldungen.business.VersicherungsMeldungModel; codetype kerntabellen.business.PersonenKreisType,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,22,ERFASSTAM,DATE,4,0,attribute ErfasstAmDatum in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,23,ISTAUTOAUBAU,SMALLINT,2,0,attribute IstAutomatischAufgebaut in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,24,ISTGEDRUCKT,SMALLINT,2,0,attribute IstGedruckt in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,25,ISTVORUEBERW,SMALLINT,2,0,attribute IstVorgangsUeberwacht in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,26,STORNIERUNGSDATUM,DATE,4,0,attribute StornierungsDatum in class meldungen.business.VersicherungsMeldungModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,27,AKTENZEICHEN,VARCHAR,20,0,attribute Aktenzeichen in class meldungen.business.MeldungSonstigeVersicherteModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,28,ANSPRBESVA,SMALLINT,2,0,attribute AnspruchsBescheinigungSVA in class meldungen.business.MeldungSonstigeVersicherteModel; codetype kerntabellen.business.AnspruchsbescheinigungSVAType,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,29,ANSPRBEBVG,DATE,4,0,attribute AnspruchsBescheinigungBVG in class meldungen.business.MeldungSonstigeVersicherteModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,30,ANSPRUCHKRANKENGELDABTAG,SMALLINT,2,0,attribute AnspruchKrankengeldAbTag in class meldungen.business.MeldungSonstigeVersicherteModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,31,ARTDIENST,SMALLINT,2,0,attribute ArtDienst in class meldungen.business.MeldungSonstigeVersicherteModel; codetype kerntabellen.business.ArtDienstpflichtType,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,32,ASYLBLG,SMALLINT,2,0,attribute AsylbLG in class meldungen.business.MeldungSonstigeVersicherteModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,33,BEITRAGSGRUPPEKVVORVERS,SMALLINT,2,0,attribute BeitragsGruppeKvVorversicherung in class meldungen.business.MeldungSonstigeVersicherteModel; codetype kerntabellen.business.BeitragsGruppeKVType,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,34,BEFRISTUNGEGK,DATE,4,0,attribute BefristungEgk in class meldungen.business.MeldungSonstigeVersicherteModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,35,ISTFIRMENZAHLER,SMALLINT,2,0,attribute FirmenZahler in class meldungen.business.MeldungSonstigeVersicherteModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,36,GRUNDERFASPG636,SMALLINT,2,0,attribute GrundDerErfassungPg636 in class meldungen.business.MeldungSonstigeVersicherteModel; codetype kerntabellen.business.GrundErfassungPg636Type,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,37,GRFORTBM,SMALLINT,2,0,attribute GrundFortbestehendeMitgliedschaft in class meldungen.business.MeldungSonstigeVersicherteModel; codetype kerntabellen.business.GrundFortbestandMitgliedschaftType,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,38,GRPVWEI,SMALLINT,2,0,attribute GrundPVWeiterversicherung in class meldungen.business.MeldungSonstigeVersicherteModel; codetype kerntabellen.business.GrundPvWeiterversicherungType,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,39,GRUNDPVPF,SMALLINT,2,0,attribute GrundPVPflicht in class meldungen.business.MeldungSonstigeVersicherteModel; codetype kerntabellen.business.GrundVersPflichtZugeteilteType,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,40,HAUSHVORSTAND,SMALLINT,2,0,attribute Haushaltsvorstand in class meldungen.business.MeldungSonstigeVersicherteModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,41,IKNUMMER,VARCHAR,9,0,attribute IkNummer in class meldungen.business.MeldungSonstigeVersicherteModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,42,JUGENDHILFE,SMALLINT,2,0,attribute Jugendhilfe in class meldungen.business.MeldungSonstigeVersicherteModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,43,KZFAMI,SMALLINT,2,0,attribute KennzeichenFami in class meldungen.business.MeldungSonstigeVersicherteModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,44,KZRENTNER,SMALLINT,2,0,attribute KennzeichenRentner in class meldungen.business.MeldungSonstigeVersicherteModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,45,PFLGUNTERSTUEZKENNZ,SMALLINT,2,0,attribute KennzeichenPflegeunterstuezungsgeld in class meldungen.business.MeldungSonstigeVersicherteModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,46,KRANKANSPABTAGVORVER,SMALLINT,2,0,attribute KrankengeldAnspruchAbTagVorversicherung in class meldungen.business.MeldungSonstigeVersicherteModel,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,47,LEISTUNGSAUSHILFEBEZIRK,SMALLINT,2,0,attribute LeistungsaushilfeBezirk in class meldungen.business.MeldungSonstigeVersicherteModel; codetype kerntabellen.business.AbrechnungsbezirkType,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,48,LEISTUNGSAUSHILFELAND,SMALLINT,2,0,attribute LeistungsaushilfeLand in class meldungen.business.MeldungSonstigeVersicherteModel; codetype kerntabellen.business.AbrechnungslandType,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,49,PERSONENGRUPPEVORVERS,SMALLINT,2,0,attribute PersonenGruppeVorversicherung in class meldungen.business.MeldungSonstigeVersicherteModel; codetype kerntabellen.business.PgVorversicherungBeiPg602Type,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,50,RECHTSKREISRVALV,SMALLINT,2,0,attribute RechtsKreisRVALV in class meldungen.business.MeldungSonstigeVersicherteModel; codetype kerntabellen.business.RechtskreisVersicherterType,,class meldungen.business.MeldungSonstigeVersicherteModel,
"21C",SBK21C,USR01537,ME_MLDGSONSTIGEVERSICHERTE,51,RVLEIARTVORVERSICHERUNG,SMALLINT,2,0,attribute RvLeistungsartVorversicherung in class meldungen.business.MeldungSonstigeVersicherteModel; codetype kerntabellen.business.RVLeistungsArtType,,class meldungen.business.MeldungSonstigeVersicherteModel,
